Title,Rating,Runtime,Directors,Writers,Stars,Genres,Popularity,Budget,Gross Worldwide,URL
The Houses October Built,5.2,1h 31m,Bobby Roe,"Writers, Zack Andrews, Bobby Roe, Jason Zada, ","Brandy Schaefer, Zack Andrews, Bobby Roe, Mikey Roe, Jeff Larson, Brad Holden, Missy McDaniel Holden, Ashley Whelan, Angelica L. Van Horn, Kahl Brice","Found Footage Horror, Slasher Horror, Horror, Thriller",N/A,N/A,N/A,https://www.imdb.com/title/tt1958043/
Billy Jack,6.2,1h 54m,Tom Laughlin,"Tom Laughlin, Delores Taylor","Tom Laughlin, Delores Taylor, Clark Howat, Victor Izay, Julie Webb, Debbie Schock, Teresa Kelly, Lynn Baker, Stan Rice, David Roya","Martial Arts, Political Drama, Action, Drama",N/A,"$800,000 (estimated)",N/A,https://www.imdb.com/title/tt0066832/
Goemon,6.6,2h 8m,Kazuaki Kiriya,"Kazuaki Kiriya, Tetsurô Takita","Yôsuke Eguchi, Takao Osawa, Ryôko Hirosue, Jun Kaname, Gori, Mikijirô Hira, Masatô Ibu, Tetsuji Tamayama, Hashinosuke Nakamura, Eiji Okuda","Japanese, Action, Drama, History",N/A,"$9,000,000 (estimated)","$14,456,963",https://www.imdb.com/title/tt1054122/
Sukai kurora,6.7,2h 2m,Mamoru Oshii,"Hiroshi Mori, Chihiro Itô","Rinko Kikuchi, Ryô Kase, Shôsuke Tanihara, Megumi Yamaguchi, Daisuke Hirakawa, Takuma Takewaka, Mugihito, Hôchû Ôtsuka, Mabuki Andô, Mako Hyôdô","Japanese, Adult Animation, Anime, Hand-Drawn Animation, Animation, Drama, Sci-Fi, War",N/A,N/A,"$5,845,516",https://www.imdb.com/title/tt1056437/
La circ,6.8,1h 27m,Edward Buzzell,"Irving Brecher, Buster Keaton, Laurence Stallings","The Marx Brothers, Groucho Marx, Chico Marx, Harpo Marx, Kenny Baker, Florence Rice, Eve Arden, Margaret Dumont, Nat Pendleton, Fritz Feld","Comedy, Musical",N/A,N/A,N/A,https://www.imdb.com/title/tt0031060/
The Affair of the Necklace,6.0,1h 58m,Charles Shyer,John Sweet,"Hilary Swank, Jonathan Pryce, Simon Baker, Adrien Brody, Brian Cox, Joely Richardson, Christopher Walken, Hayden Panettiere, Simon Kunz, Paul Brooke","Period Drama, Drama, History, Romance",N/A,"$30,000,000 (estimated)","$1,198,113",https://www.imdb.com/title/tt0242252/
Failan,7.5,1h 55m,Hae-sung Song,"Jirô Asada, Hae-sung Song","Choi Min-sik, Cecilia Cheung, Min Kyung-jin, Son Byung-ho, Jeong Dae-hoon, Gong Hyung-jin, Son Jin-ho","Korean, Drama, Romance",N/A,N/A,"$49,665",https://www.imdb.com/title/tt0289181/
Bluffmaster!,6.6,2h 17m,Rohan Sippy,"Rajat Arora, Shridhar Raghavan","Abhishek Bachchan, Priyanka Chopra Jonas, Riteish Deshmukh, Nana Patekar, Afsaraadil, Tinnu Anand, Hayat Asif, Ram Awana, Rajesh Balwani, Bhupindder Bhoopii","Hindi, Buddy Comedy, Comedy, Crime, Drama, Romance, Thriller",N/A,N/A,N/A,https://www.imdb.com/title/tt0476527/
Fantomas se dezlănțuie,6.8,1h 38m,"André Hunebelle, Haroun Tazieff","Writers, Pierre Souvestre, Marcel Allain, Jean Halain, ","Jean Marais, Louis de Funès, Mylène Demongeot, Jacques Dynam, Robert Dalban, Albert Dagnant, Christian Toma, Michel Duplaix, Olivier De Funès, Florence Blot","French, Adventure, Comedy, Crime, Fantasy",N/A,N/A,N/A,https://www.imdb.com/title/tt0059168/
The Square,6.7,1h 45m,Nash Edgerton,"Joel Edgerton, Matthew Dabner","David Roberts, Claire van der Boom, Anthony Hayes, Damon Herriman, Stephen Weston, Lisa Bailey, Lucy Bell, Kieran Darcy-Smith, Bill Hunter, Peter Phelps","Crime, Drama, Thriller",N/A,N/A,"$728,903",https://www.imdb.com/title/tt1085507/
Entre tinieblas,6.5,1h 54m,Pedro Almodóvar,Pedro Almodóvar,"Cristina Sánchez Pascual, Will More, Laura Cepeda, Miguel Zúñiga, Julieta Serrano, Marisa Paredes, Mary Carrillo, Carmen Maura, Lina Canalejas, Manuel Zarzo","Spanish, Satire, Comedy, Drama",N/A,N/A,N/A,https://www.imdb.com/title/tt0085496/
De Dana Dan,6.0,2h 42m,Priyadarshan,"Writers, Jay Master, Ashiesh Pandit, Priyadarshan, ","Akshay Kumar, Suniel Shetty, Katrina Kaif, Sameera Reddy, Paresh Rawal, Manoj Joshi, Johny Lever, Rajpal Naurang Yadav, Tinnu Anand, Aditi Govitrikar","Hindi, Comedy, Crime",N/A,"₹1,000,000 (estimated)","$10,932,289",https://www.imdb.com/title/tt1255951/
Üvegtigris,7.7,1h 40m,"Iván Kapitány, Péter Rudolf","Writers, Gábor Olivér Buss, Hilda Hársing, Iván Kapitány, ","Péter Rudolf, Gábor Reviczky, Imre Csuja, Sándor Gáspár, József Szarvas, Lajos Ottó Horváth, Enikö Börcsök, Roland Selmeczi, Árpád Besenczi, Ákos Köszegi",Comedy,N/A,N/A,N/A,https://www.imdb.com/title/tt0257290/
Sweetwater,6.2,1h 35m,"Logan Miller, Noah Miller","Logan Miller, Noah Miller, Andrew McKenzie","Ed Harris, January Jones, Jason Isaacs, Eduardo Noriega, Stephen Root, Jason Aldean, Vic Browder, Luce Rains, Dylan Kenin, Keith Meriweather","Drama, Thriller, Western",N/A,"$7,000,000 (estimated)","$6,147",https://www.imdb.com/title/tt2224004/
Results,5.5,1h 45m,Andrew Bujalski,Andrew Bujalski,"Guy Pearce, Cobie Smulders, Kevin Corrigan, Elizabeth Berridge, Tishuan Scott, Rebecca Beegle, Matt Sledge, Leslie Roberts, Leslie Asaka, Cody Butler","Comedy, Romance",N/A,N/A,"$104,507",https://www.imdb.com/title/tt3824412/
Kahpe Bizans,5.9,1h 37m,Gani Müjde,"Kemal Kenan Ergen, Gani Müjde","Mehmet Ali Erbil, Cem Davran, Aysegül Aldinç, Nurseli Idiz, Yilmaz Köksal, Sümer Tilmaç, Suat Sungur, Günay Karacaoglu, Demet Sener, Belma Canciger","Turkish, Comedy, History",N/A,N/A,N/A,https://www.imdb.com/title/tt0245192/
Justin si cavalerii,6.0,1h 30m,Manuel Sicilia,"Manuel Sicilia, Matthew Jacobs, Stephen Hughes","Freddie Highmore, Antonio Banderas, James Cosmo, Charles Dance, Tamsin Egerton, Rupert Everett, Barry Humphries, Alfred Molina, Mark Strong, David Walliams","Computer Animation, Adventure, Animation, Comedy, Family, Fantasy",N/A,"$24,000,000 (estimated)","$19,799,759",https://www.imdb.com/title/tt1639826/
Billa,7.3,2h 10m,Vishnuvardhan,"Writers, Salim Khan, Javed Akhtar, Vishnuvardhan, ","Ajith Kumar, Nayanthara, Rahman, Namitha, Prabhu, Yog Japee, Adithya Menon, Mark, Shana, Ricky","Tamil, Action, Thriller",N/A,"₹120,000,000 (estimated)","$964,432",https://www.imdb.com/title/tt0920457/
Fratii,6.0,1h 39m,Kat Candler,Kat Candler,"Aaron Paul, Juliette Lewis, Josh Wiggins, Deke Garner, Dalton Sutton, Camron Owens, Dylan Cole, Jonny Mars, Walt Roberts, Annalee Jefferies","Drama, Thriller",N/A,N/A,"$55,708",https://www.imdb.com/title/tt3186318/
The Crimson Pirate,7.1,1h 45m,Robert Siodmak,Roland Kibbee,"Burt Lancaster, Nick Cravat, Eva Bartok, Torin Thatcher, James Hayter, Leslie Bradley, Margot Grahame, Noel Purcell, Frederick Leister, Eliot Makeham","Swashbuckler, Action, Adventure, Comedy, Drama, Romance",N/A,"$1,850,000 (estimated)",N/A,https://www.imdb.com/title/tt0044517/
În labirintul unui grizzly,5.3,1h 34m,David Hackl,"Guy Moshe, J.R. Reher","James Marsden, Thomas Jane, Piper Perabo, Scott Glenn, Michaela McManus, Billy Bob Thornton, Adam Beach, Kelly Curran, Reese Alexander, Luisa d'Oliveira","Monster Horror, Action, Adventure, Horror, Thriller",N/A,"$10,000,000 (estimated)",N/A,https://www.imdb.com/title/tt1694021/
Mohra,7.0,2h 57m,Rajiv Rai,"Writers, Shabbir Boxwala, Rajiv Rai, Naeem Sha, ","Akshay Kumar, Suniel Shetty, Raveena Tandon, Naseeruddin Shah, Paresh Rawal, Sadashiv Amrapurkar, Poonam Jhawer, Raza Murad, Gulshan Grover, Kulbhushan Kharbanda","Hindi, Action, Drama, Thriller",N/A,N/A,"$7,214,825",https://www.imdb.com/title/tt0110546/
Dodesukaden,7.3,2h 20m,Akira Kurosawa,"Writers, Akira Kurosawa, Hideo Oguni, Shinobu Hashimoto, ","Yoshitaka Zushi, Kin Sugai, Toshiyuki Tonomura, Shinsuke Minami, Yûko Kusunoki, Junzaburô Ban, Kiyoko Tange, Michio Hino, Keiji Furuyama, Tappei Shimokawa","Japanese, Drama",N/A,N/A,$981,https://www.imdb.com/title/tt0065649/
Himalaya - l'enfance d'un chef,7.4,1h 48m,"Michel Debats, Eric Valli","Writers, Nathalie Azoulai, Olivier Dazat, Louis Gardel, ","Thilen Lhondup, Gurgon Kyap, Lhakpa Tsamchoe, Karma Wangel, Karma Tensing, Labrang Tundup, Jampa Kalsang Tamang, Tsering Dorjee, Rapke Gurung, Pemba Bika",Drama,N/A,N/A,"$20,937,299",https://www.imdb.com/title/tt0210727/
Marşul soldăţeilor de lemn,7.1,1h 17m,"Gus Meins, Charley Rogers","Frank Butler, Nick Grinde, Anna Alice Chapin","Virginia Karns, Charlotte Henry, Felix Knight, Florence Roberts, Henry Brandon, Stan Laurel, Oliver Hardy, Ernie Alexander, Richard Alexander, Frank Austin","Screwball Comedy, Slapstick, Comedy, Family, Fantasy, Musical",N/A,N/A,N/A,https://www.imdb.com/title/tt0024852/
Hak se wui: Yi woo wai kwai,7.4,1h 33m,Johnnie To,"Nai-Hoi Yau, Tin-Shing Yip","Louis Koo, Simon Yam, Nick Cheung, Ka-Tung Lam, Suet Lam, Eddie Cheung, Tian-Lin Wang, Mark Ho-nam Cheng, Bing-Man Tam, Yue-Tong Pan","Mandarin, Crime, Drama, Thriller",N/A,N/A,"$1,836,534",https://www.imdb.com/title/tt0491244/
Unagi,7.3,1h 57m,Shôhei Imamura,"Writers, Shôhei Imamura, Daisuke Tengan, Motofumi Tomikawa, ","Kôji Yakusho, Misa Shimizu, Mitsuko Baishô, Akira Emoto, Fujio Tokita, Shô Aikawa, Ken Kobayashi, Sabu Kawahara, Etsuko Ichihara, Tomorô Taguchi","Japanese, Farce, Comedy, Drama",N/A,N/A,"$424,683",https://www.imdb.com/title/tt0120408/
Casa placerilor,6.7,2h 2m,Bertrand Bonello,Bertrand Bonello,"Noémie Lvovsky, Hafsia Herzi, Céline Sallette, Jasmine Trinca, Adèle Haenel, Alice Barnole, Iliana Zabeth, Judith Lou Lévy, Pauline Jacquard, Anaïs Thomas","French, Costume Drama, Period Drama, Psychological Drama, Drama",N/A,"€4,000,000 (estimated)","$1,389,920",https://www.imdb.com/title/tt1660379/
Gloria,5.2,1h 48m,Sidney Lumet,"John Cassavetes, Steve Antin","Sharon Stone, Jean-Luke Figueroa, Jeremy Northam, Cathy Moriarty, George C. Scott, Mike Starr, Bonnie Bedelia, Barry McEvoy, Don Billett, Jerry Dean","Crime, Drama, Thriller",N/A,"$30,000,000 (estimated)","$4,197,729",https://www.imdb.com/title/tt0120683/
Die Feuerzangenbowle,7.7,1h 37m,Helmut Weiss,Heinrich Spoerl,"Heinz Rühmann, Karin Himboldt, Hilde Sessak, Erich Ponto, Paul Henckels, Hans Leibelt, Lutz Götz, Hans Richter, Clemens Hasse, Hedwig Wangel","German, Comedy, Family",N/A,N/A,N/A,https://www.imdb.com/title/tt0036818/
Vincere,6.8,2h 8m,Marco Bellocchio,"Marco Bellocchio, Daniela Ceselli","Giovanna Mezzogiorno, Filippo Timi, Fausto Russo Alesi, Michela Cescon, Pier Giorgio Bellocchio, Corrado Invernizzi, Paolo Pierobon, Bruno Cariello, Francesca Picozza, Simona Nobili","Italian, Biography, Drama, Romance",N/A,"$13,000,000 (estimated)","$5,701,481",https://www.imdb.com/title/tt1156173/
The Sixth Man,5.7,1h 47m,Randall Miller,"Christopher Reed, Cynthia Carle","Marlon Wayans, Kadeem Hardison, David Paymer, Michael Michele, Kevin Dunn, Gary Jones, Lorenzo Orr, Vladimir Cuk, Travis Ford, Jack Karuletwa","Basketball, Buddy Comedy, Comedy, Drama, Fantasy, Romance, Sport",N/A,"$11,000,000 (estimated)","$14,772,788",https://www.imdb.com/title/tt0120142/
Tabutta Rövasata,7.6,1h 15m,Dervis Zaim,Dervis Zaim,"Ahmet Ugurlu, Tuncel Kurtiz, Aysen Aydemir, Serif Erol, Ahmet Fuat Onan, Ahmet Çadirci, Mahmut Benek, Nadi Güler, Figen Evren, Baris Celiloglu","Turkish, Dark Comedy, Drama",N/A,N/A,N/A,https://www.imdb.com/title/tt0127311/
Rafuiala mortala,7.0,1h 40m,John Cromwell,"Writers, Oliver H.P. Garrett, Steve Fisher, Allen Rivkin, ","Humphrey Bogart, Lizabeth Scott, Morris Carnovsky, Charles Cane, William Prince, Marvin Miller, Wallace Ford, James Bell, George Chandler, Matthew 'Stymie' Beard","Film Noir, Hard-boiled Detective, Crime, Drama, Mystery, Thriller",N/A,N/A,$84,https://www.imdb.com/title/tt0039305/
Un drum dificil,7.6,2h 54m,Mukul Anand,"H. Banerjee, Kader Khan, Santosh Saroj","Amitabh Bachchan, Mithun Chakraborty, Madhavi, Neelam Kothari, Danny Denzongpa, Alok Nath, Rohini Hattangadi, Tinnu Anand, Vikram Gokhale, Archana Puran Singh","Hindi, Gangster, Action, Crime, Drama, Musical",N/A,N/A,N/A,https://www.imdb.com/title/tt0098999/
The Echo,5.5,1h 36m,Yam Laranas,"Writers, Eric Bernt, Shintaro Shimosawa, Yam Laranas, ","Jesse Bradford, Amelia Warner, Carlos Leon, Iza Calzado, Kevin Durand, Louise Linton, Jamie Bloch, Pruitt Taylor Vince, Aron Tager, Hrant Alianak","Drama, Horror, Mystery, Thriller",N/A,"$5,000,000 (estimated)","$1,508,127",https://www.imdb.com/title/tt0897347/
Angel Deverell,5.8,2h 14m,François Ozon,"Elizabeth Taylor, François Ozon, Martin Crimp","Romola Garai, Sam Neill, Lucy Russell, Michael Fassbender, Charlotte Rampling, Jacqueline Tong, Janine Duvitski, Christopher Benjamin, Tom Georgeson, Simon Woods","Drama, Romance",N/A,"€14,900,000 (estimated)","$2,835,903",https://www.imdb.com/title/tt0783767/
Napapiirin sankarit,6.8,1h 32m,Dome Karukoski,Pekko Pesonen,"Pamela Tola, Jussi Vatanen, Jasper Pääkkönen, Timo Lavikainen, Konsta Mäkelä, Sinikka Mokkila, Erkki Hetta, Asko Sahlman, Kari Ketonen, Miia Nuutila","Finnish, Comedy, Drama, Romance",N/A,"€1,700,000 (estimated)","$4,764,133",https://www.imdb.com/title/tt1454505/
Pauline à la plage,7.3,1h 35m,Éric Rohmer,Éric Rohmer,"Amanda Langlet, Arielle Dombasle, Pascal Greggory, Féodor Atkine, Simon de La Brosse, Rosette, Marie Bouteloup, Michel Ferry","French, Coming-of-Age, Comedy, Drama, Romance",N/A,N/A,$551,https://www.imdb.com/title/tt0086087/
Después de Lucía,7.1,1h 43m,Michel Franco,Michel Franco,"Tessa Ia, Hernán Mendoza, Gonzalo Vega Jr., Tamara Yazbek, Paco Rueda, Paloma Cervantes, Juan Carlos Barranco, Diego Canales, Marco Treviño, Humberto Busto","Spanish, Psychological Drama, Drama",N/A,N/A,"$2,401,169",https://www.imdb.com/title/tt2368749/
Kiraware Matsuko no isshô,7.8,2h 10m,Tetsuya Nakashima,"Tetsuya Nakashima, Muneki Yamada","Miki Nakatani, Eita Nagayama, Yûsuke Iseya, Mikako Ichikawa, Asuka Kurosawa, Gori, Shinji Takeda, Yoshiyoshi Arakawa, Gekidan Hitori, Magy","Japanese, Comedy, Drama, Musical, Mystery",N/A,N/A,"$9,616,533",https://www.imdb.com/title/tt0768120/
Eegah,2.3,1h 32m,Arch Hall Sr.,"Bob Wehling, Arch Hall Sr.","Arch Hall Jr., Marilyn Manning, Richard Kiel, Arch Hall Sr., Clay Stearns, Bob Davis, Deke Richards, Ron Shane, Addalyn Pollitt, Lloyd Williams","Adventure, Comedy, Fantasy, Horror, Music",N/A,"$15,000 (estimated)",N/A,https://www.imdb.com/title/tt0055946/
Dorothy Mills,6.0,1h 42m,Agnès Merlet,"Agnès Merlet, Juliette Sales","Carice van Houten, Jenn Murray, David Wilmot, Ger Ryan, David Ganly, Gary Lewis, Rynagh O'Grady, Joe Hanley, Gavin O'Connor, Charlene McKenna","Drama, Horror, Mystery, Thriller",N/A,"$500,000 (estimated)","$2,682,733",https://www.imdb.com/title/tt1034306/
Extreme Prejudice,6.7,1h 45m,Walter Hill,"Writers, John Milius, Fred Rexer, Deric Washburn, ","Nick Nolte, Powers Boothe, Michael Ironside, Maria Conchita Alonso, Rip Torn, Clancy Brown, William Forsythe, Matt Mulhern, Larry B. Scott, Dan Tullis Jr.","Contemporary Western, Dark Comedy, Action, Crime, Drama, History, Thriller, Western",N/A,"$22,000,000 (estimated)","$11,307,844",https://www.imdb.com/title/tt0092997/
Mythica: În cautarea eroilor,5.4,1h 32m,Anne K. Black,"Anne K. Black, Jason Faller, Kynan Griffin","Melanie Stone, Adam Johnson, Jake Stormoen, Nicola Posener, Christopher Robin Miller, Natalie Devine Riskas, Kevin Sorbo, Bobby Jacoby, Kee Chan, Jay Beacham","Action, Adventure, Fantasy",N/A,N/A,N/A,https://www.imdb.com/title/tt3405714/
Mania grandorii,7.2,1h 48m,Gérard Oury,"Writers, Gérard Oury, Danièle Thompson, Marcel Jullian, ","Louis de Funès, Yves Montand, Alice Sapritch, Karin Schubert, Alberto de Mendoza, Don Jaime de Mora y Aragón, Eduardo Fajardo, Antonio Pica, Joaquín Solís, Venantino Venantini","French, Parody, Adventure, Comedy, History",N/A,"FRF 20,000,000 (estimated)",N/A,https://www.imdb.com/title/tt0067108/
Dracula s-a ridicat din mormânt,6.5,1h 32m,Freddie Francis,"Anthony Hinds, Bram Stoker","Christopher Lee, Rupert Davies, Veronica Carlson, Barbara Ewing, Barry Andrews, Ewan Hooper, Marion Mathie, Michael Ripper, John D. Collins, George A. Cooper","Dark Fantasy, Vampire Horror, Drama, Fantasy, Horror, Romance",N/A,N/A,N/A,https://www.imdb.com/title/tt0062909/
La grande séduction,7.3,1h 48m,Jean-François Pouliot,Ken Scott,"Raymond Bouchard, Dominik Dagenais, Guy-Daniel Tremblay, Nadia Drouin, Rita Lafontaine, Roc Lafortune, Réal Bossé, Guy Vaillancourt, Lucie Laurier, Pierre Collin","French, Satire, Comedy, Drama",N/A,N/A,"$13,743,316",https://www.imdb.com/title/tt0366532/
The Brides of Dracula,6.6,1h 25m,Terence Fisher,"Writers, Jimmy Sangster, Peter Bryan, Edward Percy, ","Peter Cushing, Martita Hunt, Yvonne Monlaur, Freda Jackson, David Peel, Miles Malleson, Henry Oscar, Mona Washbourne, Andree Melly, Victor Brooks","Vampire Horror, Horror",N/A,N/A,"$337,833",https://www.imdb.com/title/tt0053677/
Breakin',5.9,1h 27m,Joel Silberg,"Charles Parker, Allen DeBevoise, Gerald Scaife","Lucinda Dickey, Adolfo Quinones, Michael Chambers, Ben Lokey, Christopher McDonald, Phineas Newborn III, Bruno Falcon, Popin Pete, Ana Sánchez, Ice-T","Coming-of-Age, Comedy, Drama, Music, Romance",N/A,N/A,"$38,682,707",https://www.imdb.com/title/tt0086998/
End Game,5.1,1h 33m,Andy Cheng,"J.C. Pollock, Andy Cheng","Cuba Gooding Jr., Angie Harmon, James Woods, Patrick Fabian, Peter Greene, Jack Scalia, Anne Archer, David Selby, Burt Reynolds, Sarah Ann Schultz","Action, Thriller",N/A,"$5,000,000 (estimated)","$208,101",https://www.imdb.com/title/tt0415778/
Henric al V-lea,7.0,2h 17m,Laurence Olivier,"Writers, William Shakespeare, Dallas Bower, Alan Dent, ","Leslie Banks, Felix Aylmer, Robert Helpmann, Vernon Greeves, Gerald Case, Griffith Jones, Morland Graham, Nicholas Hannen, Michael Warre, Laurence Olivier","Historical Epic, Period Drama, War Epic, Biography, Drama, History, War",N/A,"£475,000 (estimated)","$62,619",https://www.imdb.com/title/tt0036910/
Box of Moonlight,7.1,1h 52m,Tom DiCillo,Tom DiCillo,"John Turturro, Sam Rockwell, Catherine Keener, Lisa Blount, Annie Corley, Alexander Goodwin, Dermot Mulroney, Mike Stanley, Rica Martens, Ray Aranha","Comedy, Drama",N/A,N/A,"$782,641",https://www.imdb.com/title/tt0115738/
Padurea de umbre,5.7,1h 37m,Koldo Serra,"Jon Sagalá, Koldo Serra, Sebastian Maharg","Gary Oldman, Virginie Ledoyen, Paddy Considine, Aitana Sánchez-Gijón, Jon Ariño, Kandido Uranga, Andrés Gertrúdix, Álex Angulo, Savitri Ceballos, Patxi Bisquert","Drama, Horror, Thriller",N/A,"€3,600,000 (estimated)","$123,913",https://www.imdb.com/title/tt0473333/
Millie cea moderna,6.9,2h 18m,George Roy Hill,Richard Morris,"Julie Andrews, James Fox, Mary Tyler Moore, Carol Channing, John Gavin, Jack Soo, Pat Morita, Philip Ahn, Anthony Dexter, Cavada Humphrey","Classic Musical, Romantic Comedy, Comedy, Musical, Romance",N/A,"$6,000,000 (estimated)",N/A,https://www.imdb.com/title/tt0062362/
Karaula,7.6,1h 34m,Rajko Grlic,"Rajko Grlic, Ante Tomic","Toni Gojanovic, Sergej Trifunovic, Emir Hadzihafizbegovic, Verica Nedeska, Bogdan Diklic, Miodrag Fisekovic, Franjo Dijak, Petre Arsovski, Tadej Troha, Zoran Ljutkov","Comedy, Drama",N/A,"€1,200,000 (estimated)",N/A,https://www.imdb.com/title/tt0466561/
Această viață sportivă,7.5,2h 14m,Lindsay Anderson,David Storey,"Richard Harris, Rachel Roberts, Alan Badel, William Hartnell, Colin Blakely, Vanda Godsell, Anne Cunningham, Jack Watson, Arthur Lowe, Harry Markham","Drama, Sport",N/A,N/A,$813,https://www.imdb.com/title/tt0057578/
La cârma echipei Angliei,6.8,1h 29m,Steve Barron,"Rob Sprackling, Johnny Smith","Kevin Piper, Ricky Tomlinson, Malcolm Terris, Philip Dunbar, Lloyd McGuire, Sidney Livingstone, Ian Lindsay, Tony Nyland, Geoffrey Hutchings, Danny Tennant","Comedy, Sport",N/A,N/A,"$5,022,865",https://www.imdb.com/title/tt0282744/
Clean and Sober,6.7,2h 4m,Glenn Gordon Caron,Tod Carroll,"Michael Keaton, Kathy Baker, Morgan Freeman, Tate Donovan, Henry Judd Baker, Claudia Christian, J. David Krassner, Dakin Matthews, Mary Catherine Martin, Patricia Quinn","Psychological Drama, Tragedy, Workplace Drama, Drama",N/A,N/A,"$8,674,093",https://www.imdb.com/title/tt0094884/
The Great Santini,7.1,1h 55m,Lewis John Carlino,"Pat Conroy, Lewis John Carlino, Herman Raucher","Robert Duvall, Blythe Danner, Michael O'Keefe, Lisa Jane Persky, Julie Anne Haddock, Brian Andrews, Stan Shaw, Theresa Merritt, David Keith, Paul Mantee","Workplace Drama, Drama",N/A,"$4,000,000 (estimated)","$4,702,575",https://www.imdb.com/title/tt0079239/
A Room for Romeo Brass,7.5,1h 30m,Shane Meadows,"Robyn Slovo, Paul Fraser, Shane Meadows","Martin Arrowsmith, Dave Blant, Darren Campbell, Paddy Considine, Shane Meadows, Julia Ford, Ladene Hall, Frank Harper, Nicholas Harvey, James Higgins","Comedy, Drama",N/A,N/A,"$19,478",https://www.imdb.com/title/tt0202559/
Viaţa secretă a lui Walter Mitty,6.9,1h 50m,Norman Z. McLeod,"Writers, Ken Englund, Everett Freeman, James Thurber, ","Danny Kaye, Virginia Mayo, Boris Karloff, Fay Bainter, Ann Rutherford, Thurston Hall, Gordon Jones, Florence Bates, Konstantin Shayne, Reginald Denny","Quirky Comedy, Romantic Comedy, Comedy, Fantasy, Romance",N/A,N/A,"$956,625",https://www.imdb.com/title/tt0039808/
El otro lado de la cama,6.4,1h 54m,Emilio Martínez Lázaro,David Serrano,"Ernesto Alterio, Paz Vega, Guillermo Toledo, Natalia Verbeke, Alberto San Juan, María Esteve, Ramón Barea, Nathalie Poza, Secun de la Rosa, Carol Salvador","Spanish, Comedy, Drama, Musical, Romance",N/A,N/A,"$13,496,458",https://www.imdb.com/title/tt0301524/
Jacknife,6.4,1h 42m,David Hugh Jones,Stephen Metcalfe,"Robert De Niro, Kathy Baker, Ed Harris, Sloane Shelton, Ivar Brogger, Michael Arkin, Tom Isbell, Kirk Taylor, Jordan Lund, Charles S. Dutton","Drama, War",N/A,"$10,000,000 (estimated)","$2,049,769",https://www.imdb.com/title/tt0097607/
