Title,Rating,Runtime,Directors,Writers,Stars,Genres,Popularity,Budget,Gross Worldwide,URL
Afacere de familie,6.9,1h 56m,James Foley,"Elliott Lewitt, Nicholas Kazan","Sean Penn, Christopher Walken, Mary Stuart Masterson, Chris Penn, Millie Perkins, Eileen Ryan, Tracey Walter, R.D. Call, David Strathairn, J.C. Quinn","Gangster, True Crime, Crime, Drama",N/A,"$6,500,000 (estimated)","$2,347,077",https://www.imdb.com/title/tt0090670/
Shade,6.3,1h 41m,Damian Nieman,Damian Nieman,"Joe Nicolo, Carl Mazzocone Sr., George Tovar, Frank Medrano, Jason Cerbone, Mark De Alessandro, Doc Duhame, Shane T. Anderson, Thandiwe Newton, Glenn Plummer","Crime, Thriller",N/A,"$10,000,000 (estimated)","$459,098",https://www.imdb.com/title/tt0323939/
Pe cuvânt de onoare,7.2,1h 58m,Elia Kazan,"Laura Z. Hobson, Moss Hart, Elia Kazan","Gregory Peck, Dorothy McGuire, John Garfield, Celeste Holm, Anne Revere, June Havoc, Albert Dekker, Jane Wyatt, Dean Stockwell, Nicholas Joy","Drama, Romance",N/A,"$1,985,000 (estimated)",N/A,https://www.imdb.com/title/tt0039416/
Un Liceu deslantuit,5.6,1h 26m,Hart Bochner,"David Zucker, Robert LoCash, Pat Proft","Jon Lovitz, Tia Carrere, Louise Fletcher, Mekhi Phifer, Malinda Williams, Guillermo Diaz, Lexie Bigham, Gil Espinoza, John Neville, Brian Hooks","Parody, Slapstick, Comedy, Crime, Romance",N/A,N/A,"$21,302,121",https://www.imdb.com/title/tt0116531/
Polisse,7.3,2h 7m,Maïwenn,"Maïwenn, Emmanuelle Bercot","Karin Viard, JoeyStarr, Marina Foïs, Nicolas Duvauchelle, Maïwenn, Riccardo Scamarcio, Karole Rocher, Emmanuelle Bercot, Frédéric Pierrot, Arnaud Henriet","French, Crime, Drama",N/A,N/A,"$20,601,245",https://www.imdb.com/title/tt1661420/
Bikur Ha-Tizmoret,7.5,1h 27m,Eran Kolirin,Eran Kolirin,"Sasson Gabay, Ronit Elkabetz, Saleh Bakri, Khalifa Natour, Rubi Moskovitz, Uri Gavriel, Imad Jabarin, Hilla Sarjon, Shlomi Avraham, Tarik Kopty","Quirky Comedy, Satire, Tragic Romance, Comedy, Drama, Music, Romance",N/A,N/A,"$14,587,587",https://www.imdb.com/title/tt1032856/
Selvi Boylum Al Yazmalim,8.5,1h 30m,Atif Yilmaz,"Ali Özgentürk, Chingiz Aitmatov","Türkan Soray, Kadir Inanir, Ahmet Mekin, Nurhan Nur, Hülya Tuglu, Cengiz Sezici, Ihsan Yüce, Elif Inci, Erol Batibeki, Perihan Doygun","Turkish, Tragic Romance, Drama, Romance",N/A,N/A,"$45,123",https://www.imdb.com/title/tt0263975/
Zabriskie Point,6.9,1h 53m,Michelangelo Antonioni,"Writers, Michelangelo Antonioni, Franco Rossetti, Sam Shepard, ","Mark Frechette, Daria Halprin, Paul Fix, G.D. Spradlin, Bill Garaway, Kathleen Cleaver, Rod Taylor, Martin Abrahams, Michael L. Davis, Lee Duncan","Period Drama, Drama",N/A,"$7,000,000 (estimated)","$84,879",https://www.imdb.com/title/tt0066601/
Cursa,7.1,2h 14m,Stephen Hopkins,"Joe Shrapnel, Anna Waterhouse","Stephan James, Jason Sudeikis, Eli Goree, Shanice Banton, Carice van Houten, Jeremy Irons, William Hurt, David Kross, Jonathan Higgins, Tony Curran","Docudrama, Biography, Drama, Sport",N/A,"$35,000,000 (estimated)","$25,070,261",https://www.imdb.com/title/tt3499096/
Analiza finala,5.9,2h 4m,Phil Joanou,"Robert Berger, Wesley Strick","Richard Gere, Kim Basinger, Uma Thurman, Eric Roberts, Paul Guilfoyle, Keith David, Robert Harper, Agustin Rodriguez, Rita Zohar, George Murdock","Erotic Thriller, Drama, Thriller",N/A,"$32,000,000 (estimated)","$28,590,665",https://www.imdb.com/title/tt0104265/
Doamna din furgoneta,6.7,1h 44m,Nicholas Hytner,Alan Bennett,"Maggie Smith, Jim Broadbent, Clare Hammond, George Fenton, BBC Concert Orchestra, Alex Jennings, Jamie Parker, Deborah Findlay, Roger Allam, Richard Griffiths","Docudrama, Quirky Comedy, Biography, Comedy, Drama",N/A,"$6,000,000 (estimated)","$41,387,687",https://www.imdb.com/title/tt3722070/
Tales from the Darkside: The Movie,6.2,1h 33m,John Harrison,"Writers, Michael McDowell, Arthur Conan Doyle, Stephen King, ","Debbie Harry, David Forrester, Matthew Lawrence, Christian Slater, Robert Sedgwick, Steve Buscemi, Donald Van Horn, Michael Deak, Julianne Moore, George Guidall","Dark Comedy, Supernatural Horror, Comedy, Fantasy, Horror, Thriller","2,947","$3,500,000 (estimated)","$16,324,573",https://www.imdb.com/title/tt0100740/
Xi yan,7.6,1h 46m,Ang Lee,"Ang Lee, Neil Peng, James Schamus","Ah-Lei Gua, Sihung Lung, May Chin, Winston Chao, Mitchell Lichtenstein, Dion Birney, Jeanne Kuo Chang, Paul Chen, Chung-Wei Chou, Yun Chung","Mandarin, Romantic Comedy, Comedy, Drama, Romance",N/A,"$1,000,000 (estimated)","$7,262,706",https://www.imdb.com/title/tt0107156/
Surplus de bagaje,5.4,1h 41m,Marco Brambilla,"Max D. Adams, Dick Clement, Ian La Frenais","Alicia Silverstone, Benicio Del Toro, Christopher Walken, Jack Thompson, Harry Connick Jr., Nicholas Turturro, Michael Bowen, Robert Wisden, Leland Orser, Sally Kirkland","Romantic Comedy, Action, Comedy, Crime, Romance",N/A,"$20,000,000 (estimated)","$14,515,490",https://www.imdb.com/title/tt0119086/
Alamo,6.8,2h 42m,John Wayne,James Edward Grant,"John Wayne, Richard Widmark, Laurence Harvey, Frankie Avalon, Patrick Wayne, Linda Cristal, Joan O'Brien, Chill Wills, Joseph Calleia, Ken Curtis","Classical Western, Desert Adventure, Epic, Historical Epic, Period Drama, War Epic, Western Epic, Adventure, Drama, History",N/A,"$12,000,000 (estimated)","$6,334",https://www.imdb.com/title/tt0053580/
Bad Boys,7.2,2h 3m,Rick Rosenthal,Richard Di Lello,"Sean Penn, Reni Santoni, Jim Moody, Eric Gurry, Esai Morales, Ally Sheedy, Clancy Brown, Robert Lee Rush, John Zenda, Alan Ruck","Gangster, Prison Drama, Crime, Drama, Thriller",N/A,N/A,"$9,190,819",https://www.imdb.com/title/tt0085210/
Dragonslayer,6.6,1h 48m,Matthew Robbins,"Hal Barwood, Matthew Robbins","Peter MacNicol, Caitlin Clarke, Ralph Richardson, John Hallam, Peter Eyre, Albert Salmi, Sydney Bromley, Chloe Salaman, Emrys James, Roger Kemp","Dark Fantasy, Sword & Sorcery, Action, Adventure, Fantasy",N/A,"$18,000,000 (estimated)","$14,110,172",https://www.imdb.com/title/tt0082288/
Satul blestematilor,7.3,1h 17m,Wolf Rilla,"Writers, Stirling Silliphant, Wolf Rilla, Ronald Kinnoch, ","George Sanders, Barbara Shelley, Martin Stephens, Michael Gwynn, Laurence Naismith, Richard Warner, Jenny Laird, Sarah Long, Thomas Heathcote, Charlotte Mitchell","Folk Horror, Supernatural Horror, Horror, Sci-Fi",N/A,"$200,000 (estimated)",N/A,https://www.imdb.com/title/tt0054443/
Gustul zapezii,7.4,1h 52m,Marc Evans,"Angela Pell, Darryl Boulley","Alan Rickman, Emily Hampshire, Jackie Brown, Callum Keith Rennie, Scott Wickware, Johnny Goltz, James Allodi, Janet van de Graaf, Carrie-Anne Moss, Julie Stewart","Drama, Romance",N/A,"€3,000,000 (estimated)","$1,384,105",https://www.imdb.com/title/tt0448124/
Evangelion Shin Gekijôban: Ha,7.9,1h 52m,"Hideaki Anno, Masayuki, Kazuya Tsurumaki",Hideaki Anno,"Kotono Mitsuishi, Megumi Ogata, Megumi Hayashibara, Yûko Miyamura, Fumihiko Tachiki, Yuriko Yamaguchi, Maaya Sakamoto, Miki Nagasawa, Kôichi Yamadera, Motomu Kiyokawa","Japanese, Adult Animation, Anime, Hand-Drawn Animation, Kaiju, Mecha, Psychological Drama, Teen Drama, Action, Animation",N/A,N/A,"$41,780,025",https://www.imdb.com/title/tt0860906/
Iubirea unui print,4.4,2h 44m,Sooraj R. Barjatya,"Sooraj R. Barjatya, Aash Karan Atal","Salman Khan, Sonam Kapoor, Neil Nitin Mukesh, Deepak Dobriyal, Arman Kohli, Swara Bhasker, Aashika Bhatia, Deepraj Rana, Manoj Joshi, Sanjay Mishra","Hindi, Romantic Comedy, Action, Drama, Musical, Romance",N/A,"₹1,800,000,000 (estimated)","$52,715,771",https://www.imdb.com/title/tt3595298/
Kiss of the Spider Woman,7.3,2h,Hector Babenco,"Manuel Puig, Leonard Schrader","William Hurt, Raul Julia, Sonia Braga, José Lewgoy, Milton Gonçalves, Míriam Pires, Nuno Leal Maia, Fernando Torres, Patricio Bisso, Herson Capri","Psychological Drama, Drama","2,175",N/A,"$17,009,654",https://www.imdb.com/title/tt0089424/
Lepa sela lepo gore,8.6,1h 55m,Srdjan Dragojevic,"Writers, Vanja Bulic, Srdjan Dragojevic, Biljana Maksic, ","Dragan Bjelogrlic, Nikola Kojo, Dragan Maksimovic, Zoran Cvijanovic, Milorad Mandic-Manda, Dragan Petrovic-Pele, Lisa Moncure, Nikola Pejakovic, Velimir 'Bata' Zivojinovic, Petar Bozovic","Drama, History, War",N/A,N/A,$211,https://www.imdb.com/title/tt0116860/
The Trip to Italy,6.6,1h 48m,Michael Winterbottom,Michael Winterbottom,"Steve Coogan, Rob Brydon, Rosie Fellner, Claire Keelan, Marta Barrio, Tim Leach, Ronni Ancona, Rebecca Johnson, Alba Foncuberta Bufill, Flora Villani","Comedy, Drama",N/A,N/A,"$6,132,875",https://www.imdb.com/title/tt2967006/
My Favorite Martian,5.1,1h 34m,Donald Petrie,"John L. Greene, Sherri Stoner, Deanna Oliver","Christopher Lloyd, Jeff Daniels, Elizabeth Hurley, Daryl Hannah, Wallace Shawn, Christine Ebersole, Michael Lerner, Ray Walston, Shelley Malil, Jeremy Hotz","Slapstick, Comedy, Family, Sci-Fi",N/A,"$65,000,000 (estimated)","$36,850,101",https://www.imdb.com/title/tt0120764/
Rocket Singh: Salesman of the Year,7.5,2h 30m,Shimit Amin,Jaideep Sahni,"Ranbir Kapoor, Prem Chopra, Mukesh S. Bhatt, D. Santosh, Naveen Kaushik, Gauahar Khan, Manish Chaudhari, Shazahn Padamsee, Imtiaz Ahamed, Kumar Amit","Hindi, Satire, Comedy, Drama",N/A,N/A,"$197,650",https://www.imdb.com/title/tt1434447/
Fata de pe pod,7.4,1h 30m,Patrice Leconte,Serge Frydman,"Vanessa Paradis, Daniel Auteuil, Frédéric Pfluger, Dimitris Georgalas, Catherine Lascault, Isabelle Petit-Jacques, Mireille Mossé, Didier Lemoine, Bertie Cortez, Stéphane Metzger","French, Comedy, Drama, Romance",N/A,N/A,N/A,https://www.imdb.com/title/tt0144201/
Habemus Papam,6.7,1h 42m,Nanni Moretti,"Writers, Nanni Moretti, Francesco Piccolo, Federica Pontremoli, ","Michel Piccoli, Jerzy Stuhr, Renato Scarpa, Franco Graziosi, Camillo Milli, Roberto Nobile, Ulrich von Dobschütz, Gianluca Gobbi, Nanni Moretti, Margherita Buy","Italian, Satire, Comedy, Drama",N/A,"€9,000,000 (estimated)","$17,877,523",https://www.imdb.com/title/tt1456472/
Jin-Rô,7.3,1h 42m,Hiroyuki Okiura,Mamoru Oshii,"Michael Dobson, Yoshikazu Fujiki, Sumi Mutoh, Moneca Stori, Hiroyuki Kinoshita, Colin Murdock, Yukio Hiroda, Dale Wilson, Michael Kopsa, Yukihiro Yoshida","Japanese, Adult Animation, Anime, Hand-Drawn Animation, Political Thriller, Tragedy, Animation, Drama, Sci-Fi, Thriller",N/A,N/A,"$95,688",https://www.imdb.com/title/tt0193253/
The Wiz,5.6,2h 14m,Sidney Lumet,"L. Frank Baum, William F. Brown, Joel Schumacher","Diana Ross, Michael Jackson, Nipsey Russell, Ted Ross, Mabel King, Theresa Merritt, Thelma Carpenter, Lena Horne, Richard Pryor, Stanley Greene","Pop Musical, Adventure, Family, Fantasy, Musical",N/A,"$24,000,000 (estimated)","$21,049,819",https://www.imdb.com/title/tt0078504/
They,4.8,1h 29m,Robert Harmon,Brendan Hood,"Laura Regan, Marc Blucas, Ethan Embry, Dagmara Dominczyk, Jon Abrahams, Alexander Gould, Desiree Zurowski, Mark Hildreth, Jonathan Cherry, Peter LaCroix","Supernatural Horror, Horror, Mystery, Thriller",N/A,"$17,000,000 (estimated)","$16,446,271",https://www.imdb.com/title/tt0283632/
Snow Angels,6.8,1h 47m,David Gordon Green,"David Gordon Green, Stewart O'Nan","Kate Beckinsale, Sam Rockwell, Michael Angarano, Jeannetta Arnette, Griffin Dunne, Nicky Katt, Tom Noonan, Connor Paolo, Amy Sedaris, Olivia Thirlby","Crime, Drama, Romance",N/A,N/A,"$414,404",https://www.imdb.com/title/tt0453548/
Mirajul vieţii,7.8,2h 5m,Douglas Sirk,"Eleanore Griffin, Allan Scott, Fannie Hurst","Lana Turner, John Gavin, Sandra Dee, Susan Kohner, Robert Alda, Dan O'Herlihy, Juanita Moore, Karin Dicker, Terry Burnham, John Vivyan",Drama,N/A,"$2,000,000 (estimated)",$365,https://www.imdb.com/title/tt0052918/
Hidden,6.4,1h 24m,"Matt Duffer, Ross Duffer","Matt Duffer, Ross Duffer","Alexander Skarsgård, Andrea Riseborough, Emily Alyn Lind, Steven Elliot, Heather Doerksen, William Ainscough, David James Lewis","Dystopian Sci-Fi, Monster Horror, Horror, Sci-Fi, Thriller","3,206",N/A,N/A,https://www.imdb.com/title/tt2131532/
Hausu,7.2,1h 28m,Nobuhiko Ôbayashi,"Chiho Katsura, Chigumi Ôbayashi","Kimiko Ikegami, Miki Jinbo, Kumiko Ôba, Ai Matsubara, Mieko Satô, Eriko Tanaka, Masayo Miyako, Kiyohiko Ozaki, Saho Sasazawa, Asei Kobayashi","Japanese, Body Horror, Dark Comedy, Farce, Folk Horror, Supernatural Horror, Comedy, Horror","2,405",N/A,"$218,872",https://www.imdb.com/title/tt0076162/
Another Stakeout,5.6,1h 48m,John Badham,Jim Kouf,"Richard Dreyfuss, Emilio Estevez, Rosie O'Donnell, Dennis Farina, Marcia Strassman, Cathy Moriarty, John Rubinstein, Miguel Ferrer, Sharon Maughan, Christopher Doyle","Comedy, Crime",N/A,N/A,"$20,208,496",https://www.imdb.com/title/tt0106292/
Lakshya,7.8,3h 6m,Farhan Akhtar,"Javed Akhtar, Karan Kashyap, Karan Vishwanath Kashyap","Hrithik Roshan, Preity G Zinta, Amitabh Bachchan, Om Puri, Sharad S. Kapoor, Raj Zutshi, Sushant Singh, Prashant Chianani, Shakeel Khan, Ranvir Shorey","Hindi, Coming-of-Age, Action, Drama, Romance, War",N/A,"₹300,000,000 (estimated)","$5,859,242",https://www.imdb.com/title/tt0323013/
Razboinici din umbra,6.8,1h 47m,Ten Shimoyama,"Kenya Hirata, Fûtarô Yamada","Yukie Nakama, Joe Odagiri, Tomoka Kurotani, Erika Sawajiri, Takeshi Masu, Tak Sakaguchi, Mickey Koga, Shun Itô, Hôka Kinoshita, Kenji Miyoshi","Japanese, Action, Drama, Fantasy, Romance",N/A,N/A,"$11,987,868",https://www.imdb.com/title/tt0475723/
One Crazy Summer,6.4,1h 33m,Savage Steve Holland,Savage Steve Holland,"John Cusack, Linda Warren, Joel Murray, Grenville Cuyler, Bobcat Goldthwait, Kristen Goelz, Tom Villard, Curtis Armstrong, Sky, Laura Waterbury","Comedy, Romance",N/A,"$9,000,000 (estimated)","$13,431,806",https://www.imdb.com/title/tt0091680/
Jalla! Jalla!,6.8,1h 28m,Josef Fares,Josef Fares,"Fares Fares, Torkel Petersson, Tuva Novotny, Laleh Pourkarim, Leonard Terfelt, Jan Fares, Sofi Helleday, Benyam Eriksson, Khatoun Fares, Abdulahad Fares","Swedish, Romantic Comedy, Comedy, Drama, Romance",N/A,N/A,"$871,351",https://www.imdb.com/title/tt0269389/
Right at Your Door,6.0,1h 36m,Chris Gorak,Chris Gorak,"Mary McCormack, Rory Cochrane, Tony Perez, Scotty Noyd Jr., Jon Huertas, Max Kasch, David Richards, Nina Barry, Ed Martin, Jenny O'Hara","Drama, Sci-Fi, Thriller",N/A,N/A,"$2,123,040",https://www.imdb.com/title/tt0458367/
A Late Quartet,7.1,1h 45m,Yaron Zilberman,"Yaron Zilberman, Seth Grossman","Catherine Keener, Christopher Walken, Philip Seymour Hoffman, Mark Ivanir, Imogen Poots, Madhur Jaffrey, Liraz Charhi, Wallace Shawn, Pamela Quinn, Brooklyn Parkinson Group","Drama, Music",N/A,N/A,"$6,303,709",https://www.imdb.com/title/tt1226240/
Vietile secrete ale Pippei Lee,6.3,1h 38m,Rebecca Miller,Rebecca Miller,"Robin Wright, Mike Binder, Alan Arkin, Winona Ryder, Ryan McDonald, Cornel West, Maria Bello, Arnie Burton, Tim Guinee, Drew Beasley","Dark Comedy, Comedy, Drama, Romance",N/A,N/A,"$2,860,973",https://www.imdb.com/title/tt1134629/
Vampirul,7.4,1h 15m,Carl Theodor Dreyer,"Sheridan Le Fanu, Christen Jul, Carl Theodor Dreyer","Julian West, Maurice Schutz, Rena Mandel, Sybille Schmitz, Jan Hieronimko, Henriette Gérard, Albert Bras, N. Babanini, Jane Mora, Georges Boidin","German, Dark Fantasy, Folk Horror, Supernatural Horror, Vampire Horror, Fantasy, Horror",N/A,N/A,$19,https://www.imdb.com/title/tt0023649/
Café de Flore,7.3,2h,Jean-Marc Vallée,Jean-Marc Vallée,"Vanessa Paradis, Kevin Parent, Hélène Florent, Evelyne Brochu, Marin Gerrier, Alice Dubois, Evelyne de la Chenelière, Michel Dumont, Linda E. Smith, Joanny Corbeil-Picher","French, Drama, Romance",N/A,"CA$10,000,000 (estimated)","$1,227,259",https://www.imdb.com/title/tt1550312/
Corky - Nãtãrãul clanului,4.7,1h 26m,Rob Pritts,"David Garrett, Jason Ward","Chris Kattan, Peter Falk, Vinessa Shaw, Peter Berg, Chris Penn, Fred Ward, Richard Roundtree, Matthew Glave, Roger Fan, Dave Sheridan","Parody, Slapstick, Comedy, Crime",N/A,"$11,000,000 (estimated)","$25,272,752",https://www.imdb.com/title/tt0250310/
